pts_nanoseconds,id,hamming,decision_margin,h00,h01,h02,h10,h11,h12,h20,h21,family
0,1,0,130.12465,11.976708900137794,-4.5571501945738095,414.1212273318521,0.1627909601569692,6.839448332824546,47.60489095337388,0.007505968408282416,-0.010345013719061597,tagStandard41h12
0,2,0,123.28993,14.598085924158,0.4272976486801081,449.3155035965613,0.36069679252186493,7.398241844877354,46.79328639762205,0.012792924183776071,0.0016396721516364413,tagStandard41h12
0,3,0,125.254326,8.196273488592169,-6.084224374019187,484.41144070250573,-0.290000863021084,6.795478426024715,46.201464606668054,-0.001701629213516551,-0.011955264538190366,tagStandard41h12
0,4,0,125.610535,8.663053940615669,-6.496817717486352,519.8068583174253,-0.22916993897508234,6.931416820128682,45.506588639841205,-0.000683161057674012,-0.012160117907542867,tagStandard41h12
0,5,0,118.27653,18.44299920379342,4.079046592300867,555.5504441383605,0.5122433862598977,7.84190928066419,44.92718448920927,0.017024291409138984,0.007490542373986299,tagStandard41h12
0,6,0,129.84673,0.2152445839356,-4.3826728030685445,590.9456613420833,-1.0856456884113461,7.163821326589719,43.5536189203997,-0.014856932057466542,-0.007338295048314122,tagStandard41h12
0,7,0,146.53273,-1.8323255745149252,0.9227966923346005,626.4507625674182,-0.9295727529493609,7.531601662843656,42.26492847790882,-0.017710832898064136,0.0014438096966719854,tagStandard41h12
0,8,0,133.40524,1.0365840042893517,-5.549043551792806,662.6537827885887,-0.7559777609350666,7.162796997441205,41.44593532604832,-0.012480986286918912,-0.008493283003674655,tagStandard41h12
0,9,0,121.44238,4.725901362289164,-1.0274565720197877,698.7935408404342,-0.45468280861976407,7.289499881208272,40.44201951994583,-0.006446053331667627,-0.0016663415376996162,tagStandard41h12
0,10,0,128.48105,-4.308203073670712,-7.3794811711944694,735.2873559871891,-0.8289013379734191,7.16971342119308,39.43328588571025,-0.018301242939700573,-0.010152928512701017,tagStandard41h12
0,11,0,139.98697,19.2593858300188,-4.4753425808906995,772.0974541870945,0.44009187298742436,7.1890669442099195,38.68599195340302,0.012911176209871162,-0.006161009469729778,tagStandard41h12
0,12,0,133.43166,0.2648412997151577,-3.4645415786720832,808.3343206652394,-0.14233431350336812,7.322020516329218,38.948657021649446,-0.011210127259397074,-0.004803912681729936,tagStandard41h12
0,45,0,114.253235,3.9446624425320347,-2.557299912391955,377.21765937451335,-1.5089437843802207,6.908021703188467,78.06517543621482,-0.012594173495373789,-0.005927740525820637,tagStandard41h12
0,46,0,136.72195,10.252798194195975,-0.9209000660195569,412.33539521736407,0.031126871889740382,7.18021227213417,76.47255176887957,0.003249025569486938,-0.0009658752784741931,tagStandard41h12
0,47,0,137.9805,10.814846416803846,-6.2876721366147885,447.8600160312034,0.08578627067858313,6.397052712082441,76.01702773046308,0.004172640065421498,-0.013326813533570472,tagStandard41h12
0,48,0,123.82098,4.0586567685714385,-1.1341034363599651,483.34515324843125,-0.8504901595563146,7.258504347049666,75.59895103973655,-0.01044335444456906,-0.001954307550287632,tagStandard41h12
0,49,0,138.82774,4.991841033476021,1.725364423263158,519.1479815451369,-0.6588794290751413,7.764391755012667,75.35730883852838,-0.008064776144658314,0.003646964122867347,tagStandard41h12
0,50,0,127.6668,9.641138129924911,-0.5766087291101497,554.9681825459774,-0.05989723189796244,7.529417822929375,74.79196929251695,0.0012034243079264728,-0.0009489580936535759,tagStandard41h12
0,51,0,139.50427,7.758096327546126,-5.7241493469473435,590.8954431783459,-0.48931685143681053,6.866904974057135,73.62492213321812,-0.0022021765392493987,-0.009738668160930749,tagStandard41h12
0,52,0,127.36826,10.359790711949927,2.3280950312636137,626.8205519697785,-0.17480565901855885,7.878731059031054,72.43787735947612,0.0016542544564596543,0.003785351598385499,tagStandard41h12
0,53,0,129.6402,3.563890730710114,2.4719730950104117,663.0378049764323,-0.9150080676511568,7.955241838209702,71.52551850276218,-0.00880598655312107,0.003636220364568367,tagStandard41h12
0,54,0,139.57092,14.258422604930843,-2.2563029405108654,699.4950514310539,0.23412967606940163,7.375598484728599,70.50672287955155,0.0071887581835988175,-0.003387280202521494,tagStandard41h12
0,55,0,139.27356,13.935988703690896,-5.151426290024917,736.3241249797946,0.23575639649209368,7.160982675531486,69.41855880600265,0.006231347459104091,-0.007346699475497929,tagStandard41h12
0,56,0,150.60957,12.392177983888587,3.2276072218818386,773.4387635873102,0.22068601765020998,7.852691273946434,68.94981317049215,0.004040929992757657,0.003784275026860142,tagStandard41h12
0,57,0,137.07497,9.027635900593168,-6.802893213064864,810.1067128352357,0.2229455504079718,6.971718103995087,69.01169949654944,-0.0005174276615932925,-0.008949029935343042,tagStandard41h12
0,58,0,135.65393,23.61247283946409,-10.531814321316237,846.6437722968269,1.7329095505870535,6.456588601967169,70.22329968459229,0.017061324771303173,-0.013024923110088281,tagStandard41h12
0,90,0,125.11877,6.017253555925549,-3.2102189726264223,375.49627701747374,-1.4719258891845035,6.699959429247187,107.84204676268568,-0.00764745270468757,-0.007664017688301866,tagStandard41h12
0,91,0,125.79933,4.0422570537812135,-0.2988320008865349,410.66107278252844,-1.7631634446936308,7.417407356145674,106.12609620477382,-0.012055083062714736,0.0000343244694045733,tagStandard41h12
0,92,0,127.40212,11.592202482424625,-3.5991229688652324,446.50509198899084,0.5140259732273912,6.723339515224751,105.42497080785145,0.00550106227422583,-0.007231823916012409,tagStandard41h12
0,93,0,130.45245,9.346782450143394,-1.5482524810058191,482.34611723245195,0.008236540934306372,7.283854434049658,105.29164129866032,0.00018222386785287926,-0.0027278129725882014,tagStandard41h12
0,94,0,135.58131,9.19883692737983,-2.665133727581862,518.4102251669856,-0.07363106401430655,7.077975395897909,105.23220111619041,-0.00020707116446595417,-0.004854068496140736,tagStandard41h12
0,95,0,141.4896,12.511639456583111,-0.531165230780063,554.4167264977033,0.4985445044073212,7.552944213254335,104.99801961007196,0.005978565061044143,-0.0006740106928147924,tagStandard41h12
0,96,0,144.94827,-0.4894025880122404,-3.994880781997608,590.4283911416517,-1.9925992333750875,6.856611748390947,104.19197189494572,-0.01649959827869546,-0.006700832960164402,tagStandard41h12
0,97,0,135.37663,4.646389350346794,0.6310799342335253,626.67939884657,-0.9405931503191017,7.887495854709243,103.18525138846168,-0.007461653133142924,0.0010284383736661202,tagStandard41h12
0,98,0,130.74437,5.613921276727069,-2.5224508007202084,663.3658476501157,-0.9420429160785053,7.237213215146582,102.2903814107527,-0.005646938140705076,-0.0039063972239968625,tagStandard41h12
0,99,0,146.65457,17.491946077574198,-6.344000727073878,700.2467484113255,0.9490943889780832,6.893476960505481,101.19590876596673,0.011575127520038869,-0.009288008676771788,tagStandard41h12
0,100,0,153.24168,7.085680685119086,-5.293920164466614,737.2820648668006,-0.6361207611264339,6.859202197849513,100.11879609952229,-0.0030710161167499294,-0.007664864823383652,tagStandard41h12
0,101,0,145.88992,16.554334356313575,1.7638360849133485,774.5572904040725,0.7894424260187104,7.975595609842927,99.3653367348473,0.009149922227684884,0.0019297191182107265,tagStandard41h12
